airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,mission,MissionLocations,missionCandidate,MissionCandidateLanguages,mission,MissionLanguages
recOO9bDKaXhlAHdo,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recwHeomTWN5ks6JM,recOO9bDKaXhlAHdo,,,24000,,,Rejected by CP,recwHeomTWN5ks6JM,sales,,,recOO9bDKaXhlAHdo,europe/greece,recwHeomTWN5ks6JM,"el,en,ru",recOO9bDKaXhlAHdo,"el,en"
recKmfrKT4uTpCS2x,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recWiyW6foZSNnZlY,recKmfrKT4uTpCS2x,,,,,Marketing,Rejected by client,recWiyW6foZSNnZlY,"marketing,sales,sales-management,trade-marketing",,,recKmfrKT4uTpCS2x,europe/poland,recWiyW6foZSNnZlY,"en,pl,ru",recKmfrKT4uTpCS2x,"en,pl"
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recWL6jzgJvFS0XZa,recwMSrftJ7BbX5mZ,,,,,,Rejected by CP,recWL6jzgJvFS0XZa,"quality-assurance,test-automation,test-automation-framework",,,recwMSrftJ7BbX5mZ,asia/india,recWL6jzgJvFS0XZa,en,recwMSrftJ7BbX5mZ,"en,hi"
reclHFyhFZjXOSbEp,2023-04-01,2023-06-01,60000,80000,"<p>-Solved complex issues in a React Native app<br>
-Mobile web3 tech experience<br>
-Web3 experience on mobile as a user<br>
-Experience working in full remote / autonomy (he / she will be alone on his project at the beginning, we need someone really autonomous)<br>
-Deployed and maintained 1 or more apps on the stores for several years (we don't want someone who has made 40 MVPs but never pushed further)  <br>
-English and French<br>
-Centralien, Mines, Ponts, Telecom</p>
",lead-mobile-developer,3,3,3,10,recwlxS95g7A5IWyZ,reclHFyhFZjXOSbEp,,,50000,,,Rejected by CP,recwlxS95g7A5IWyZ,"ci-cd,cloud-based,github,graphql,node.js,python,react,react-native,selenium",recwlxS95g7A5IWyZ,europe/france,,,recwlxS95g7A5IWyZ,"en,fr",reclHFyhFZjXOSbEp,"en,fr"
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recwmQZffFwXCK86U,rec7MvbTywFTvWryg,,,45000,47000,,Rejected by CP,recwmQZffFwXCK86U,ruby-on-rails,,,rec7MvbTywFTvWryg,europe/france/paris,recwmQZffFwXCK86U,en,rec7MvbTywFTvWryg,fr
rec0t420QAE6AgEAn,2023-04-01,,35000,55000,"<p>● 1 year of experience minimum (with a work-study)<br>
● Two to three years of significant software dev experience in front and back in a team<br>
● The candidate must speak French<br>
● Willingness to work in a team, to manage projects from start to finish<br>
● Years of freelance experience are not taken for granted<br>
● Autonomous<br>
● Very high work requirement<br>
● Willingness to work in a startup with high growth potential<br>
● Design work and reflection<br>
● The candidate should preferably come from the New Aquitaine region (Bordeaux)<br>
● French engineering school ,Epitech and/or Ecole 42 (full curriculum)</p>
",full-stack-developer,,,,,recWnEApQW6fFZxqR,rec0t420QAE6AgEAn,2023-03-21,,50000,,"Diplôme d'ingénieur généraliste - spécialité informatique",Rejected by CP,recWnEApQW6fFZxqR,"amazon-web-services-aws,node.js,postgresql,react,typescript",recWnEApQW6fFZxqR,europe/france,,,recWnEApQW6fFZxqR,"en,fr",rec0t420QAE6AgEAn,fr
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recWOH8sffI3pWQGz,rec7MvbTywFTvWryg,2023-04-03,,35000,,Web Development ,Rejected by client,recWOH8sffI3pWQGz,"heroku,ruby",,,rec7MvbTywFTvWryg,europe/france/paris,recWOH8sffI3pWQGz,"en,fr,pt",rec7MvbTywFTvWryg,fr
rec0t420QAE6AgEAn,2023-04-01,,35000,55000,"<p>● 1 year of experience minimum (with a work-study)<br>
● Two to three years of significant software dev experience in front and back in a team<br>
● The candidate must speak French<br>
● Willingness to work in a team, to manage projects from start to finish<br>
● Years of freelance experience are not taken for granted<br>
● Autonomous<br>
● Very high work requirement<br>
● Willingness to work in a startup with high growth potential<br>
● Design work and reflection<br>
● The candidate should preferably come from the New Aquitaine region (Bordeaux)<br>
● French engineering school ,Epitech and/or Ecole 42 (full curriculum)</p>
",full-stack-developer,,,,,recWQlbO38413Tjdj,rec0t420QAE6AgEAn,2023-07-03,,38,45,Bachelor degree in Computer science,Rejected by CP,recWQlbO38413Tjdj,"amazon-web-services-aws,java,linux,postgresql,python,react",,,,,recWQlbO38413Tjdj,"fr,it",rec0t420QAE6AgEAn,fr
recql4vRdy52jvOWm,,,,,,sales-manager,,,,,recwQZ5QUJhGEGfi3,recql4vRdy52jvOWm,,,40000,,Politics & East Asian Studies,Screened by CP,recwQZ5QUJhGEGfi3,sales,recwQZ5QUJhGEGfi3,europe/united-kingdom/birmingham,recql4vRdy52jvOWm,"asia/china/hong-kong-sar,europe/united-kingdom",recwQZ5QUJhGEGfi3,"en,ja,zh",,
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,recwtDkFsf9bKJbT4,recMh3kDSANBvdJbu,,,,,,Sent to Client,recwtDkFsf9bKJbT4,"java,manual-testing,maven,selenium",recwtDkFsf9bKJbT4,asia/india,recMh3kDSANBvdJbu,asia/india,recwtDkFsf9bKJbT4,"en,hi",recMh3kDSANBvdJbu,"en,hi"
recXUiPBv1AYRBeEF,2023-05-15,,,,"<p>Essential</p>
<ul class=""liste"">
<li>Must be proficient in object-oriented software development – while a strong C++ background is highly</li>
<li>At least 5 years of experience</li>
<li>Classification : Internal desired, a talented Java developer willing to learn C++ is also given consideration.</li>
<li>Prior Python development experience is a plus</li>
<li>Develop custom C++ software code, debugs, troubleshoots, and resolves software and hardware compatibility and operability issues</li>
<li>Use data structures, software engineering, OOD, C++ programing techniques and algorithms to write, debug and test code</li>
<li>Ability to code in a LINUX/UNIX environment (Linux C++ toolchains)</li>
</ul>
<p>Preferred</p>
<ul class=""liste"">
<li>C++ programing</li>
<li>Multithreaded programming</li>
<li>Unit testing framework</li>
<li>Sockets API programming</li>
</ul>
",others,5,5,5,7,recwUyUXqF5mX6wE1,recXUiPBv1AYRBeEF,,,650,,,Rejected by CP,recwUyUXqF5mX6wE1,turbo-c++,,,recXUiPBv1AYRBeEF,europe/united-kingdom/city-of-london,recwUyUXqF5mX6wE1,en,recXUiPBv1AYRBeEF,en
recXUiPBv1AYRBeEF,2023-05-15,,,,"<p>Essential</p>
<ul class=""liste"">
<li>Must be proficient in object-oriented software development – while a strong C++ background is highly</li>
<li>At least 5 years of experience</li>
<li>Classification : Internal desired, a talented Java developer willing to learn C++ is also given consideration.</li>
<li>Prior Python development experience is a plus</li>
<li>Develop custom C++ software code, debugs, troubleshoots, and resolves software and hardware compatibility and operability issues</li>
<li>Use data structures, software engineering, OOD, C++ programing techniques and algorithms to write, debug and test code</li>
<li>Ability to code in a LINUX/UNIX environment (Linux C++ toolchains)</li>
</ul>
<p>Preferred</p>
<ul class=""liste"">
<li>C++ programing</li>
<li>Multithreaded programming</li>
<li>Unit testing framework</li>
<li>Sockets API programming</li>
</ul>
",others,5,5,5,7,recwvrBdBLJDwLxmL,recXUiPBv1AYRBeEF,,,,,,Rejected by CP,recwvrBdBLJDwLxmL,turbo-c++,,,recXUiPBv1AYRBeEF,europe/united-kingdom/city-of-london,recwvrBdBLJDwLxmL,en,recXUiPBv1AYRBeEF,en
recA3Ye1PMACJlO1Z,2023-04-03,,65000,120000,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6,9,recwYLL1ImlRsJXhO,recA3Ye1PMACJlO1Z,2023-04-03,,65000,120000,Software Engineering,Rejected by CP,recwYLL1ImlRsJXhO,"api-development,back-end-development,cloud-applications,core-java,databases,front-end,hibernate,java-enterprise-edition,jms,jpa,spring-framework,testing",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",recwYLL1ImlRsJXhO,en,recA3Ye1PMACJlO1Z,en
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,recwYMOi4WahGwnMG,recAtcVMDz425qUT3,2023-04-01,2026-04-02,80000,80000,Computer Science,Rejected by client,recwYMOi4WahGwnMG,"amazon-web-services-aws,etl,python",recwYMOi4WahGwnMG,europe/united-kingdom,,,recwYMOi4WahGwnMG,en,recAtcVMDz425qUT3,en
recavhovBsS2p3eZO,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recwyRv6e0ytA45Si,recavhovBsS2p3eZO,,,,,Marketing,Rejected by CP,recwyRv6e0ytA45Si,"business-development,driving-license,management,marketing,sales",,,recavhovBsS2p3eZO,europe/romania,recwyRv6e0ytA45Si,"en,fr,ro",recavhovBsS2p3eZO,"en,ro"
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,recWZLJSzhQy5tEki,recMh3kDSANBvdJbu,,,,,bachelor degre,Sent to Client,recWZLJSzhQy5tEki,"java,mysql,selenium",,,recMh3kDSANBvdJbu,asia/india,recWZLJSzhQy5tEki,"en,hi",recMh3kDSANBvdJbu,"en,hi"
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recWzT24YOubryqTR,recwMSrftJ7BbX5mZ,2023-03-31,,15000,20000,B.tech,Rejected by client,recWzT24YOubryqTR,python,,,recwMSrftJ7BbX5mZ,asia/india,recWzT24YOubryqTR,en,recwMSrftJ7BbX5mZ,"en,hi"
recdN16e9aiTj0z3a,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recx0otGSqSaXm7i7,recdN16e9aiTj0z3a,,,,,Master in Business administration,Interview Process,recx0otGSqSaXm7i7,"business-development,international-sales,sales",,,recdN16e9aiTj0z3a,europe/spain/madrid,recx0otGSqSaXm7i7,"de,en,es,pl",recdN16e9aiTj0z3a,"en,es"
rec8fX8ZnMmWDyHil,,,40000,40000,"<p>Speak Chinese<br>
Chinese social media background<br>
Agency experience</p>
",social-media,3,3,3,5,recx3DSod8BF87chr,rec8fX8ZnMmWDyHil,,,35000,37000,Bachelor of Science (BSc.) Finance: Accounting,Rejected by CP,recx3DSod8BF87chr,"account-management,business-development,digital-marketing,seo,social-media",recx3DSod8BF87chr,europe/united-kingdom,rec8fX8ZnMmWDyHil,"asia/china/shanghai,europe/united-kingdom/city-of-london",recx3DSod8BF87chr,"en,zh",rec8fX8ZnMmWDyHil,"en,zh"
recA3Ye1PMACJlO1Z,2023-04-03,,65000,120000,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6,9,recx5aVo85qBlBDtM,recA3Ye1PMACJlO1Z,2023-03-03,,120,120,"Master’s degree, Computer Science",Rejected by CP,recx5aVo85qBlBDtM,"django,graphql,javascript,node.js,postgresql,python,react,typescript",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",recx5aVo85qBlBDtM,en,recA3Ye1PMACJlO1Z,en
recXUiPBv1AYRBeEF,2023-05-15,,,,"<p>Essential</p>
<ul class=""liste"">
<li>Must be proficient in object-oriented software development – while a strong C++ background is highly</li>
<li>At least 5 years of experience</li>
<li>Classification : Internal desired, a talented Java developer willing to learn C++ is also given consideration.</li>
<li>Prior Python development experience is a plus</li>
<li>Develop custom C++ software code, debugs, troubleshoots, and resolves software and hardware compatibility and operability issues</li>
<li>Use data structures, software engineering, OOD, C++ programing techniques and algorithms to write, debug and test code</li>
<li>Ability to code in a LINUX/UNIX environment (Linux C++ toolchains)</li>
</ul>
<p>Preferred</p>
<ul class=""liste"">
<li>C++ programing</li>
<li>Multithreaded programming</li>
<li>Unit testing framework</li>
<li>Sockets API programming</li>
</ul>
",others,5,5,5,7,recx63QxjnUbBh3n1,recXUiPBv1AYRBeEF,2023-05-01,,700,,Computing Science,Rejected by client,recx63QxjnUbBh3n1,"linux,visual-c++",,,recXUiPBv1AYRBeEF,europe/united-kingdom/city-of-london,recx63QxjnUbBh3n1,en,recXUiPBv1AYRBeEF,en
rec5Vy4oVduUs4WKq,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recx8Danlme5LxVgB,rec5Vy4oVduUs4WKq,,,42000,,,Rejected by CP,recx8Danlme5LxVgB,"electronics,sales",,,rec5Vy4oVduUs4WKq,europe/hungary/budapest,recx8Danlme5LxVgB,"en,hu",rec5Vy4oVduUs4WKq,"en,hu"
recAczNwH7Yk3tM2z,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: 2-5 years of experience in consumer electronics products (mobile phones, headphones, etc.) or physical product sales (Age cannot exceed 40); Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recx9ubvPPyr0yIPx,recAczNwH7Yk3tM2z,,,40000,46000,Msc/MBA Degree in International Business,Rejected by CP,recx9ubvPPyr0yIPx,"crm,google-analytics,marketing,marketing-strategy,matlab,office-365",recx9ubvPPyr0yIPx,europe/france,recAczNwH7Yk3tM2z,europe/france/ile-de-france,recx9ubvPPyr0yIPx,"ar,en,fr,zh",recAczNwH7Yk3tM2z,"en,fr"
recGrGIFWaByaa5dg,,,60000,120000,"<p>2 to 10 years experience in a growth hacking/marketing role preferably in e-commerce industry<br>
- Proven track record launching successful marketing acquisition campaigns<br>
- Excellent analytical skills and ability to leverage data, metrics, analytics, and consumer behavior trends to generate creative ideas<br>
- Original/creative thinking and strong problem-solving skills<br>
- Excellent communication skills and full <strong>fluency in English</strong><br>
- <strong>Arabic proficiency <strong>(The main market would be Saudi Arabia)<br>
- Ability to work under pressure<br>
- Collaborative mindset<br>
 <br>
The company wants to avoid someone who has been the marketing director of a large company and who can forget how to do things himself.<br>
 <br>
 <br>
For a junior profile with 2 years experience the salary will be $<strong>60K + equity+ bonus</strong><br>
For a senior profile with 10 years of experience, the salary could be between</strong> 95 and 120K$</strong> per year <strong>+ equity+ bonus</strong><br>
For other candidates with between 3 and 9 years' experience the salary will be in between (negociable)<br>
<strong>-Sponsorship</strong></p>
<p></p>
",head-of-growth,,,,,recxGylCDvomWbHxm,recGrGIFWaByaa5dg,,,,,,Waiting list,recxGylCDvomWbHxm,"digital-marketing,mobile-content",,,recGrGIFWaByaa5dg,asia/saudi-arabia,recxGylCDvomWbHxm,"en,hi,ur",recGrGIFWaByaa5dg,"ar,en"
recWril35NdQ1pyCs,,,,,,key-account-manager,,,,,recxikRUSaV4bNivs,recWril35NdQ1pyCs,,,55000,,,Signed,,,,,recWril35NdQ1pyCs,europe/france/paris,recxikRUSaV4bNivs,"en,es,fr,zh",,
recUwquxTAuaSpYwc,,,60000,70000,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6,9,recXJhcV7rnZHJPcA,recUwquxTAuaSpYwc,,,60000,70000,International Executive MBA,Rejected by CP,recXJhcV7rnZHJPcA,business-development,recXJhcV7rnZHJPcA,europe,recUwquxTAuaSpYwc,europe/france,recXJhcV7rnZHJPcA,"en,fa,fr,zh",recUwquxTAuaSpYwc,"en,fr,zh"
recA3Ye1PMACJlO1Z,2023-04-03,,65000,120000,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6,9,recxJwmb3KKfTCJtY,recA3Ye1PMACJlO1Z,,,,,,Rejected by CP,recxJwmb3KKfTCJtY,.com,recxJwmb3KKfTCJtY,asia/india,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",recxJwmb3KKfTCJtY,en,recA3Ye1PMACJlO1Z,en
recLaxiCREBzTpmDO,2023-05-08,,36000,45000,"<ol>
<li>2-3 years of experience in Admin and Office management</li>
<li>You are fluent in English: we are an international team where English is the first language spoken (meetings, communication, documentation, etc.)</li>
<li>You are autonomous, detail-oriented with demonstrated ability to multitask</li>
<li>You are creative and committed to elevating the in-office experience</li>
<li>You have excellent interpersonal skills and ease with intercultural communication</li>
<li>You have a strong sense of service and you know how to organize and prioritize your work</li>
<li>Language skills: English is the working language at Prophesee. French is significant asset for living in Paris</li>
</ol>
",office-manager,0,0,2,5,recxKJ4RWptHcqhpJ,recLaxiCREBzTpmDO,,,36000,,,Rejected by CP,recxKJ4RWptHcqhpJ,"administrative-assistance,communication,organization-skills,translation",,,recLaxiCREBzTpmDO,europe/france/paris,recxKJ4RWptHcqhpJ,"en,fr,it",recLaxiCREBzTpmDO,"en,fr"
rec4HUudTcWwWYHm2,2023-04-01,2023-06-01,70000,80000,"<p>-Mobile web3 tech experience<br>
-Web3 experience on mobile as a user<br>
-Experience working in full remote / autonomy (he / she will be alone on his project at the beginning, we need someone really autonomous)<br>
-Deployed and maintained 1 or more apps on the stores for several years (we don't want someone who has made 40 MVPs but never pushed further)<br>
-English and French<br>
-Top 30 Schools of Engineer in Europe</p>
",developer,0,0,3,5,recXl9QrD7GXcizr3,rec4HUudTcWwWYHm2,,,62,62,Génie informatique,Signed,recXl9QrD7GXcizr3,python,recXl9QrD7GXcizr3,europe,,,recXl9QrD7GXcizr3,"en,fr",rec4HUudTcWwWYHm2,"en,fr"
recdN16e9aiTj0z3a,,,30000,42000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recxLb18HBnZPf6gu,recdN16e9aiTj0z3a,,,,,Business Administration and Management,Rejected by CP,recxLb18HBnZPf6gu,"office-365,outlook,sales-force-alignment",,,recdN16e9aiTj0z3a,europe/spain/madrid,recxLb18HBnZPf6gu,"en,es,it,pt",recdN16e9aiTj0z3a,"en,es"
reciyBfDq6P4e5jEN,,,,,,community-manager,,,,,recxMsWeSLEvhuRTF,reciyBfDq6P4e5jEN,2023-03-01,,55000,55000,BA Linguistics,Screened by CP,recxMsWeSLEvhuRTF,"crypto,dao",,,reciyBfDq6P4e5jEN,europe/france/paris,recxMsWeSLEvhuRTF,"de,en,it,pt",,
