,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,Hardskill_Matching_Score,Degree_Subjects_Matching_Score,Position_Matching_Score,Location_Matching_Score,Language_Matching_Score,Reason
489,recSXla4dHT01ERWk,rec6N2U5wJf7t3ySH,Rejected by CP,,-3.5,0.8,0.5,0.7,0.0,1.0,"The candidate has experience in hydraulics which is related to the job requirement. The degree subject nan is not related to the job requirement. The candidate has experience in hydraulics and knowledge of UX which is related to the job position. The candidate's location is not within 50 km of Cartagena, but the job requirement allows remote work. The candidate can speak all the languages required by the job."
490,recsYru1J58e1m5v4,rec7MvbTywFTvWryg,Rejected by CP,,-0.8,0.8,0.9,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subjects covers all the job requirement. The candidate can work remotely and speaks the required language. Therefore, the position matching score is 0.9."
491,,rec2Xnb1aA6Evh8id,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5 to 10 years of experience as a Full Stack developer, and has experience in a scale-up (at least 2 years). The candidate has mastered Ruby and/or Django (at least 2 years old). The candidate has experience in Back: Ruby, PostgreSQL, Heroku and Front: Typescript, React native, React. The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team. The candidate is French native/or professional level. The candidate's hardskills and degree subjects are related to the job requirements. The candidate's location is the same as the job location. The candidate can speak both English and French, which are the required languages of the job."
492,recTAi7S8y2uZkIgy,recTOLFUh69KqHf4t,Rejected by client,,,0.8,0.5,0.7,1.0,1.0,"The candidate has ERP and Microsoft Office hardskills which are related to the job requirement. The candidate's degree subjects are not related to the job requirement. The candidate has the hardskills and degree subjects which are related to the job position. The candidate's location is Europe/France which is the same as the job location. The candidate can speak English, French and Chinese which are the same as the job language requirement."
493,rectbzgqk8HoIMDuA,recA3Ye1PMACJlO1Z,Rejected by CP,-0.21,-0.5,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 5 hardskills required by the job, and the degree subject is related to the job. The candidate can speak the language required by the job, but the location does not match."
494,rectEJBtMpyDEagUI,recLaxiCREBzTpmDO,Sent to Client,,-0.4,0.5,0.8,0.7,1.0,1.0,"The candidate has 2-3 years of experience in Admin and Office management, which is related to the job requirement. The candidate's degree subject covers most of the job requirement. The candidate's hardskills are partially related to the job position. The candidate's location is the same as the job location. The candidate's language is the same as the job language."
495,rectEYCKU554X7B3G,recavhovBsS2p3eZO,Sent to Client,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 6 out of 10 skills required for the job. The candidate has all the language requirements for the job, but the location does not match."
496,recTGSUfVfAbH1X3R,recXUiPBv1AYRBeEF,Mission closed by client,,,0.8,0.6,0.9,1.0,0.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate's location matches the job location. The candidate does not have the language required for the job."
497,recti1Ek9opWZ6q4x,recA3Ye1PMACJlO1Z,Rejected by CP,-0.21,-5.5,0.8,0.9,0.7,0.0,1.0,"The candidate has experience in AWS, ECS, GraphQL, Node.js, PostgreSQL, and Windows Azure, which are all related to the job requirements. The candidate has a degree in Computer Science, which covers most of the job requirements. The candidate has experience in a tech start-up or large company and has stayed in a company for at least 2 years, which is related to the job position. The candidate's location does not match the job location. The candidate can speak the language required for the job."
498,rectjgYIaQ97QFkpC,reciyBfDq6P4e5jEN,Screened by CP,,,0.8,0.5,0.7,1.0,0.0,Candidate hardskills crypto and dao are related to the job position community-manager. Candidate's location europe is matched with the job location europe/france/paris. Candidate's language en and tr are not matched with the job language nan.
499,recTJIaVW5Sr1RIY2,rec6N2U5wJf7t3ySH,Rejected by client,-0.15,-3.0,0.8,0.6,0.9,1.0,0.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate's location is the same as the job location. However, the candidate only speaks English, Spanish and Italian, while the job requires Spanish and French."
500,,recwMSrftJ7BbX5mZ,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has a Bachelor's degree in Computer Science and has experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development. The candidate is also proficient in Java, C#, C++, or Python and is familiar with Node.js. The candidate is also familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/visualization tools. The candidate is also able to communicate their ideas effectively and share the company's values. The candidate is also able to work in the job location and speak the required languages."
501,recTmS0qlqpEtXtzj,rec25eM1zf8i9g7V4,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill related to the job requirement, but the degree subject is not related to the job requirement. The candidate's hardskill and degree subject are both related to the job position, so the position matching score is 0.7. The candidate's location is not matched with the job location, so the location matching score is 0. The candidate's language is matched with the job language, so the language matching score is 1."
502,rectOUakTAu1Y4L6H,rec11F8d7djUmcYvT,Rejected by CP,,,0.8,0.5,0.7,0.0,0.0,"The candidate has a hardskill in sales which is related to the job position, so the hardskill matching score is 0.8. The degree subjects of the candidate is not related to the job requirement, so the degree subjects matching score is 0.5. The candidate has a hardskill in sales which is related to the job position, so the position matching score is 0.7. The candidate's location is not the same as the job location, so the location matching score is 0. The candidate's language is not the same as the job language, so the language matching score is 0."
503,rectOuOkPIdUJlZ3t,recavhovBsS2p3eZO,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has driving license, key account management, management, project management, sales and sales management hardskills which are related to the job requirements. The candidate has Jurist degree subject which is related to the job requirements. The candidate has 0.7 position matching score because the candidate has some related hardskills and degree subject. The candidate has 0 location matching score because the candidate's location is not the same as the job location. The candidate has 1 language matching score because the candidate can speak all the languages required by the job."
504,recTR6MP7fT0u8Dnt,recDD8JBa77gVncOf,Interview Process,,-1.0,0.8,0.5,0.7,1.0,1.0,"The candidate has 4 hardskills which are related to the job requirements, and the degree subjects are partially related to the job requirements. The candidate can work in the job location and can speak the required language."
505,rectRV3dTC2BeHwyQ,recUMYC6no6ATWX6U,Candidate not interested,,-8.2,0.8,0.5,0.7,1.0,1.0,"The candidate has experience in closings, lead-generation, leadership, saas, sales and strategic-partnerships, which are related to the job position. The candidate can go to the job location and can speak the required languages. The degree subjects are not related to the job position."
506,,recWril35NdQ1pyCs,Signed,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job position. The candidate can work in the job location and can speak all the languages required for the job."
507,recTXHcLgx76fUmGm,recMh3kDSANBvdJbu,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,The candidate has hardskills in Python and Selenium which are related to the job requirements. The candidate's degree subjects are not related to the job requirements. The candidate's hardskills and degree subjects are partially related to the job position. The candidate's location does not match the job location. The candidate's languages match the job languages.
508,recTY442NnoOYLfMg,recXUiPBv1AYRBeEF,Mission closed by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate can go to the job location and can speak the language required for the job."
509,recTYmoAuEsA9aLc6,rec2Xnb1aA6Evh8id,Rejected by CP,,-0.5,0.8,0.5,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subjects covers some of the skills required by the job. The candidate can work remotely and speaks the required language. The location score is 1 because the job can be done remotely."
510,recTZvzEzEqCCidf7,recu8QJacyAODTIeX,Rejected by client,,,0.75,0.5,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate is capable of the job position and the location and language are matched with the job."
511,recu1GhC7vNCRM7P7,recMh3kDSANBvdJbu,Sent to Client,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects covers 6 out of 10 skills required for the job. The candidate has all the language required for the job. However, the candidate's location does not match with the job location."
512,recu7AKgue3YEbSsr,rec11F8d7djUmcYvT,Rejected by client,,-0.4,0.8,0.5,0.7,1.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject is related to the job. The candidate can work in the job location and can speak the required language."
513,recU9ipOM3H1vd7Pk,recLaxiCREBzTpmDO,Sent to Client,,-0.1,0.5,0.2,0.7,0.0,0.5,"The candidate has 2 out of 3 hardskills required for the job, and the degree subject is not related to the job. The candidate has 0.7 position matching score because they have 2 out of 3 hardskills required for the job. The location matching score is 0 because the candidate's location is not the same as the job's location. The language matching score is 0.5 because the candidate can speak 2 out of the 3 languages required for the job."
514,recUabXgD4OTvaaVU,rec5J1KpQYUAeo0rW,Interview Process,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can also speak all the languages required for the job and can work in the job location."
515,recUaLv78wSeh1FXy,recJHwegfLPOBlDmf,Rejected by CP,,,0.8,0.5,0.7,1.0,1.0,"The candidate has experience in partnerships which is related to the job requirement. The degree subject is not related to the job requirement, but the candidate has experience in partnerships which is related to the job position. The candidate can go to the job location and can speak the required language."
516,recUbQSCT17cO17wE,recI8ZjHBtBdkYS21,Rejected by CP,,-2.9958,0.5,0.3,0.7,0.0,1.0,"The candidate has a Bachelor or Master in business, which is related to the job requirement. The candidate has knowledge of Entrepreneur, which is related to the job position. The candidate can speak de, which is the required language of the job. However, the candidate is not based in Capital city, which is necessary for the job. The candidate does not have experience in consumer electronics or physical product sales, which is required for the job."
517,recUCTULgAAtESW82,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.432,0.8,0.5,0.7,0.0,1.0,"The candidate has two hardskills which are related to the job requirements, and the candidate can speak all the languages required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
518,recuFB1dwsdEm9BdZ,recdN16e9aiTj0z3a,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 3 hardskills which are related to the job requirements, and the degree subject Manufacturing Industry covers some of the job requirements. The candidate can go to the job location and speak the required language. Therefore, the candidate is capable of the job position."
519,recuFoMTjS923jGzl,recdN16e9aiTj0z3a,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject Commerce covers most of the job requirements. The candidate has all the language and location requirements for the job."
520,recuHuQ5slNdaKair,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.018,0.8,0.6,0.7,0.0,1.0,The candidate has Python hardskill which is related to the job requirement. The candidate has B.tech degree which covers some of the job requirement. The candidate has 0.7 position matching score because the candidate has some of the skills required for the job position. The candidate has 0 location matching score because the candidate's location is not the same as the job location. The candidate has 1 language matching score because the candidate can speak all the languages required for the job.
521,recuL9Gq5NWROPVpp,rec11F8d7djUmcYvT,Interview Process,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 7 out of 8 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required for the job, but the location does not match."
522,,rec9B1Iwayh8YU3pc,Sourced,,,0.8,0.6,0.9,1.0,1.0,"The candidate has hardskills related to the job requirements, degree subjects related to the job position, can go to the job location, and can speak all the job languages."
523,recuPgdna1r5ZOwBM,rec25eM1zf8i9g7V4,Sent to Client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject is related to the job requirement. The candidate can speak both English and Hindi which are required for the job, but the candidate's location is not the same as the job location."
524,recuqSFN2iTsdIzAZ,rec11F8d7djUmcYvT,Sent to Client,,-0.0,0.5,0.3,0.7,0.0,1.0,The candidate has negotiation and sales hardskills which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate's location is not the same as the job location. The candidate can speak both the languages required for the job.
525,recuSWIpg5RWI6o8Y,recu8QJacyAODTIeX,Waiting list,,,0.8,0.5,0.7,1.0,0.0,"The candidate has 5+ years of experience in B2B sales management, which is related to the job requirement. The candidate has degree subjects related to the job requirement. The candidate has the location required for the job. However, the candidate only speaks English and does not speak the additional language required for the job."
526,recuUmjzVJm0w55pV,recAczNwH7Yk3tM2z,Interview Process,,-2.9965,0.8,0.6,0.9,1.0,1.0,"The candidate has hardskills related to the job requirements, such as sales, project management, and supply chain management. The candidate's degree subjects are related to the job requirements. The candidate's location matches the job location. The candidate's language matches the job language."
527,recUvDrx8yb2bdBmW,recKmfrKT4uTpCS2x,Waiting list,,,0.5,0.3,0.7,0.0,1.0,"The candidate has driving license, e-commerce, fmcg, horeca, sales, salesforce.com, team-management hardskills which are related to the job requirements. The degree subject Tourism and Recreation is related to the job requirements. The candidate has experience in sales and team management which are related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language."
528,,rec7MvbTywFTvWryg,Rejected by CP,,-1.0,0.8,0.6,0.9,1.0,1.0,"The candidate has experience in Ruby, PostgreSQL, Heroku, Typescript, React native, React, which are all required for the job. The candidate has a degree in Computer Science, which covers most of the skills required for the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French, which are both required for the job."
529,recUYFuVjR2GfTsYq,recOLEbIR0xzdb1kT,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirement. The candidate is capable of the job position and can work in the job location. The candidate can speak all the languages required for the job."
530,recUYiRq7140CzKS7,rec4uikpCMqbSRZVN,Rejected by client,,-0.0,0.8,0.5,0.7,1.0,1.0,"Candidate has 4 out of 5 hardskills required for the job, degree subjects partially match the job requirement, candidate has the ability to do the job, candidate can go to the job location, and candidate can speak the language required for the job."
531,recV1Tsu9M54mzZ5K,reclHFyhFZjXOSbEp,Rejected by CP,,-0.0,0.8,0.6,0.9,0.0,0.0,"The candidate has 4 out of 5 hardskills required in the job description, and the degree subject is related to the job position. However, the candidate's location does not match the job location, and the candidate's language does not match the job language."
532,recv2M14Bemc1JTz3,recu8QJacyAODTIeX,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required by the job, and the degree subject covers most of the job requirements. The candidate's location matches the job location and the candidate can speak all the languages required by the job."
533,recV5XxC96uytOzZ0,recTOLFUh69KqHf4t,Rejected by CP,,,0.8,0.6,0.9,1.0,0.0,"Candidate has 5 years of experience in commercial or equivalent, which is a perfect match for the job requirement. Candidate has strong interest in energy and is a trentenaire, which is also a good match for the job requirement. Candidate has .com hardskill, which is related to the job position. Candidate has degree subjects nan, which is related to the job position. Candidate can go to europe/france, which is a perfect match for the job location. Candidate can only speak en, which is not a match for the job language fr."
534,recV6YUddhFI4h2iU,rec8fX8ZnMmWDyHil,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has .com, adobe-professional, illustrator, lightroom, photoshop, xdcam hardskills which are related to the job requirements. The degree subject Media and Arts covers some of the job requirements. The candidate has a good chance to do the job in social-media position. The candidate can speak both English and Chinese which are required for the job. However, the candidate is not located in the job locations Asia/China/Shanghai, Europe/United-Kingdom/City-of-London."
535,recV9QiEyaceljCbb,rec6N2U5wJf7t3ySH,Rejected by client,-0.18,-3.0,0.8,0.5,0.7,0.0,1.0,"The candidate has ignite-ux and scrum hardskills which are related to the job requirements. The degree subject of the candidate is Business Administration which covers some of the job requirements. The candidate has 0.7 position matching score because the candidate has some related hardskills and degree subjects. The candidate's location is not matched with the job location, so the location matching score is 0. The candidate's language is matched with the job language, so the language matching score is 1."
536,recVCrdsUq8JEDfK6,recavhovBsS2p3eZO,Rejected by CP,,,0.8,0.6,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 6 out of 10 skills required for the job. The candidate has all the language requirements for the job, but the location does not match."
537,recVDTlmbPZzK8iWq,recA3Ye1PMACJlO1Z,Rejected by CP,-0.33,-6.488,0.8,0.5,0.9,1.0,1.0,"The candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL and Hasura, which are all required for the job. The candidate has a degree in Information Technology, which covers some of the skills required for the job. The candidate has experience in a tech start-up or large company and has stayed in a company for at least 2 years. The candidate is located in Americas/United States, which is one of the job locations. The candidate can speak English, which is the required language for the job."
538,recvEe2nNcSP1C2M1,recDD8JBa77gVncOf,Candidate not interested,,-0.2,0.8,0.0,0.6,1.0,1.0,"The candidate has 4 out of 5 hardskills required by the job, and the candidate can go to the job location and speak the required language."
539,recVgca3ca53LgncE,rec2Xnb1aA6Evh8id,Rejected by client,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 5 hardskills required by the job, which is 80% matched. The candidate's degree subject is related to the job, but not cover all the skills required, which is 50% matched. The candidate has 3 out of 4 hardskills required by the job, which is 70% matched. The candidate's location is not matched with the job, which is 0% matched. The candidate's language is matched with the job, which is 100% matched."
540,recVhfirD5rRtueOS,rec25eM1zf8i9g7V4,Sent to Client,,-0.382,0.5,0.8,0.7,0.0,1.0,"The candidate has hardskills related to the job requirements, but not all of them. The candidate has a degree in computer science or IT which covers most of the job requirements. The candidate has some of the hardskills required for the job position, but not all of them. The candidate's location does not match the job location. The candidate's language matches the job language."
541,recvlH47baecj5eKH,recKRL2QH6xEYq7sa,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required for the job and can work in the job location."
542,recvLPH9WMzbbFQek,recu8QJacyAODTIeX,Rejected by client,,,0.8,0.6,0.9,1.0,0.0,"The candidate has 5+ years of experience in B2B sales management, which is related to the job requirement. The candidate has a degree in Management (International Marketing), which covers some of the skills required in the job. The candidate has experience in PPC, SaaS, Sales, Sales Management and SEO, which are related to the job position. The candidate can go to Europe/United Kingdom, which is the location of the job. The candidate can only speak English and Portuguese, which does not match the job language requirement of English and an additional language among German, Spanish, Italian and Portuguese."
543,recvM1tQydmRUNr9d,recavhovBsS2p3eZO,Sent to Client,,-0.2,0.8,0.6,0.9,0.0,1.0,"The candidate has a Bachelor or Master in business, knowledge of Entrepreneur, passion for BTOB Sales, fluency in English and local language, driving license, willing to travel, and be able to attend necessary meetings. The candidate has experience in sales which is related to the job position. The candidate can speak all the languages required for the job. However, the candidate is not based in the capital city and the candidate does not have experience in consumer electronics or physical product sales."
544,recvoEokp4N85TXQA,recIYspADVlMVqb81,Rejected by CP,,,0.5,0.2,0.7,1.0,0.0,"The candidate has .com and 3d-graphics hardskills which are related to the job position, so the hardskill matching score is 0.5. The candidate has nan degree subjects which are not related to the job position, so the degree subjects matching score is 0.2. The candidate has .com and 3d-graphics hardskills and nan degree subjects which are related to the job position, so the position matching score is 0.7. The candidate's location is europe/france which contains the job location europe/france/paris, so the location matching score is 1. The candidate can only speak en language which is not the same as the job language fr, so the language matching score is 0."
545,recvQt874oFHvlYg6,recnBWL7L2B5oicAV,Candidate not interested,,-0.9,0.8,0.5,0.7,1.0,1.0,"The candidate has 6 out of 7 hardskills required in the job description, and the degree subjects of the candidate covers some of the skills required in the job description. The candidate can work in the job location and can speak the language required in the job description."
546,,recONKansnIbXY6ij,Rejected by client,,,0.8,0.6,0.9,1.0,0.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects are related to the job position. The candidate can work in the job location, but cannot speak the required language."
547,recvSmZXuwdnWkI6K,reciyBfDq6P4e5jEN,Waiting list,,,0.8,0.5,0.7,1.0,1.0,"Candidate hardskills are related to the job requirements, degree subjects partially cover the job requirements, candidate is capable of the job position, candidate location is the same as job location, candidate languages cover all the job languages."
548,recvtsI9yI77zEpYO,rec5J1KpQYUAeo0rW,Signed,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5+ years of experience in B2B sales management, which is related to the job requirement. The candidate's degree subjects cover some of the skills required in the job. The candidate's hardskills and degree subjects are related to the job position. The candidate's location is the same as the job location. The candidate's languages are the same as the job languages."
549,recVVA83QhkSRce4Z,recMh3kDSANBvdJbu,Rejected by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, 6 out of 11 degree subjects required for the job, 9 out of 10 hardskills and degree subjects required for the job, 0 out of 1 location required for the job, and 1 out of 2 languages required for the job."
550,recvyfey1tg0Sa8wR,reclHFyhFZjXOSbEp,Rejected by client,,-0.4,0.8,0.6,0.9,0.0,1.0,"The candidate has 7 hardskills out of 8 required by the job, and the degree subject covers most of the job requirements. The candidate has all the language requirements, but the location does not match."
551,recVZkUgRFku3xh6K,recavhovBsS2p3eZO,Rejected by CP,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and local language which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
552,recvZpgwTd2OVzjXI,recAtcVMDz425qUT3,Rejected by CP,,-0.5,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, which is 80% match. The candidate has a BSc in Computer Science, which covers some of the skills required for the job, which is 50% match. The candidate has 8 out of 10 hardskills and a BSc in Computer Science, which is 70% match for the job position. The candidate is not located in England, Wales or Scotland, which is 0% match for the job location. The candidate can speak both English and Hindi, which is 100% match for the job language."
553,recw2XHfKcAF3mB8h,recwMSrftJ7BbX5mZ,Rejected by CP,,-79.168,0.8,0.6,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required in the job description, and the degree subject covers most of the job requirement. The candidate can work in the job location and speak the required language."
554,recW3rvVORaTIhwEO,recAtcVMDz425qUT3,Rejected by CP,,-1.0,0.8,0.5,0.7,0.0,1.0,The candidate has Python and Vpython hardskills which are related to the job requirement. The candidate has a BSc in Computer Science which covers some of the job requirement. The candidate has experience in data engineering which is related to the job position. The candidate's location is not matched with the job location. The candidate can speak English which is the required language of the job.
555,recW5VSSVvL4G6l7P,recKRL2QH6xEYq7sa,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 5+ years of experience in B2B sales management, which is related to the job requirement. The candidate has a Bachelor of Arts degree in Economics & Sport-Management, which covers some of the skills required in the job. The candidate can speak German and English, which is required in the job. However, the candidate's location is not matched with the job location."
556,recw99HERhv2HkQKd,rec2Xnb1aA6Evh8id,Rejected by client,,-1.0,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers most of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate can speak both English and French, which are the required languages of the job."
557,recwCUQ1gRhFU0aJB,recA3Ye1PMACJlO1Z,Mission closed by client,,,0.8,0.6,0.9,0.0,1.0,"The candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL, and Hasura, which are all required for the job. The candidate's degree subjects are related to the job requirements. The candidate can speak both English and French, which are the required languages for the job. However, the candidate's location does not match the job locations."
558,,recA3Ye1PMACJlO1Z,Rejected by client,-0.28,-1.5,0.8,0.6,0.9,0.0,1.0,"The candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL, and Hasura, which are all required for the job. The candidate's degree subject covers some of the skills required for the job. The candidate can speak both English and Serbian, which are both required for the job. However, the candidate's location does not match with the job location."
559,recwH1zUaNVzuurMJ,recKRL2QH6xEYq7sa,Screened by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required by the job, but the location does not match."
560,recwHeomTWN5ks6JM,recOO9bDKaXhlAHdo,Rejected by CP,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, but the degree subject is not related to the job requirement. The candidate's location is not matched with the job location, but the candidate can speak all the languages required by the job."
561,recWiyW6foZSNnZlY,recKmfrKT4uTpCS2x,Rejected by client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject is related to the job. The candidate can speak all the languages required for the job, but the location does not match."
562,recWL6jzgJvFS0XZa,recwMSrftJ7BbX5mZ,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 3 out of 4 hardskills required in the job description, and the degree subject is related to the job requirement. The candidate can speak all the languages required in the job description, but the location does not match."
563,recwlxS95g7A5IWyZ,reclHFyhFZjXOSbEp,Rejected by CP,,-1.0,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required in the job description, and the degree subjects of the candidate covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate can work remotely or in France, and the candidate can speak both English and French which are required for the job."
564,recwmQZffFwXCK86U,rec7MvbTywFTvWryg,Rejected by CP,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has experience in Ruby, which is the technology used by the company. The candidate has experience in PostgreSQL, Heroku, Typescript, React native, React, which are the skills required in the job. The candidate has a degree in Computer Science, which covers some of the skills required in the job. The candidate's location is not in Paris, which is the location of the job. The candidate can speak French, which is the required language of the job."
565,recWnEApQW6fFZxqR,rec0t420QAE6AgEAn,Rejected by CP,-0.11,-1.5,0.8,0.9,0.7,1.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers all the job requirement. The candidate has the language and location required for the job. The position matching score is 0.7 because the candidate has 4 out of 5 hardskills required for the job, and the degree subject covers all the job requirement."
566,recWOH8sffI3pWQGz,rec7MvbTywFTvWryg,Rejected by client,,-1.0,0.5,0.8,0.7,0.0,1.0,"The candidate has 2 out of 4 hardskills required by the job, and the degree subject covers most of the skills required by the job. The candidate's language matches the job's language requirement, but the candidate's location does not match the job's location requirement."
567,recWQlbO38413Tjdj,rec0t420QAE6AgEAn,Rejected by CP,-0.93,-3.4962,0.8,0.9,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate has 7 out of 10 hardskills required for the job position, and the candidate can speak all the languages required for the job. However, the candidate is not located in the job location."
568,recwQZ5QUJhGEGfi3,recql4vRdy52jvOWm,Screened by CP,,,0.8,0.5,0.7,1.0,0.0,Candidate hardskills are related to the job requirements and position. Candidate degree subjects partially cover the job requirements. Candidate location matches the job location. Candidate languages do not match the job languages.
569,recwtDkFsf9bKJbT4,recMh3kDSANBvdJbu,Sent to Client,,,0.8,0.5,0.7,1.0,1.0,"The candidate has 4 out of 8 hardskills required for the job, and the degree subject is related to the job. The candidate can work in the job location and can speak the required language."
570,recwUyUXqF5mX6wE1,recXUiPBv1AYRBeEF,Rejected by CP,,,0.8,0.5,0.7,1.0,1.0,"The candidate has a strong C++ background and 5 years of experience, which matches the job requirements. The candidate has prior Python development experience, which is a plus. The candidate can code in a LINUX/UNIX environment, which is also required. The candidate can go to the job location and speak the required language, so the location and language matching scores are 1."
571,recwvrBdBLJDwLxmL,recXUiPBv1AYRBeEF,Rejected by CP,,,0.8,0.5,0.7,1.0,1.0,"The candidate has a strong C++ background and 5 years of experience, which matches the job requirements. The candidate has prior Python development experience, which is a plus. The candidate can go to the job location and can speak the required language. Therefore, the candidate is a good fit for the job."
572,recwYLL1ImlRsJXhO,recA3Ye1PMACJlO1Z,Rejected by CP,-0.0,-0.0,0.8,0.9,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject Software Engineering covers most of the job requirements. The candidate has 7 out of 10 hardskills and degree subject required for the job position. The candidate's location does not match with the job location. The candidate's language matches with the job language."
573,recwYMOi4WahGwnMG,recAtcVMDz425qUT3,Rejected by client,-0.44,-0.5,0.8,0.9,0.9,1.0,1.0,"The candidate has 5 years of experience in data engineering or related field, BSc in Computer Science or similar, proven experience with Python, strong understanding of data warehousing, ETL processes, and data modelling, exposure to spreadsheet data pipelines, experience with Fintech companies, have an understanding how insurance works, experience with data visualisation tools, especially AWS QuickInsights, is a plus. The candidate is a resident in England, Wales or Scotland, and can speak English. Therefore, the hardskill matching score is 0.8, degree subjects matching score is 0.9, position matching score is 0.9, location matching score is 1, and language matching score is 1."
