,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
10,reckP2haWFD9xplVj,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec0x1TasOk6bHSiR,reckP2haWFD9xplVj,2023-04-05,2023-04-08,,,Business Administration & Management,Rejected by CP,rec0x1TasOk6bHSiR,"crm,customer-relations,negotiation,presentation-skills,problem-solving,public-relations,sales,sales-presentations",rec0x1TasOk6bHSiR,europe/netherlands,reckP2haWFD9xplVj,europe/netherlands,rec0x1TasOk6bHSiR,"en,si",reckP2haWFD9xplVj,"en,nl",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate's location matches the job location. However, the candidate only speaks English and Slovenian, which does not match the job requirement of English and local language.""
    }"
11,recLaxiCREBzTpmDO,2023-05-08,,36000.0,45000.0,"<ol>
<li>2-3 years of experience in Admin and Office management</li>
<li>You are fluent in English: we are an international team where English is the first language spoken (meetings, communication, documentation, etc.)</li>
<li>You are autonomous, detail-oriented with demonstrated ability to multitask</li>
<li>You are creative and committed to elevating the in-office experience</li>
<li>You have excellent interpersonal skills and ease with intercultural communication</li>
<li>You have a strong sense of service and you know how to organize and prioritize your work</li>
<li>Language skills: English is the working language at Prophesee. French is significant asset for living in Paris</li>
</ol>
",office-manager,0.0,0.0,2.0,5.0,rec0X28U5DFjwVB2G,recLaxiCREBzTpmDO,,,40000.0,,,Rejected by CP,rec0X28U5DFjwVB2G,"udf,upc,upf",,,recLaxiCREBzTpmDO,europe/france/paris,rec0X28U5DFjwVB2G,en,recLaxiCREBzTpmDO,"en,fr",,-0.4,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 0.5 hardskill matching score because the candidate has udf, upc, upf hardskills which are related to the job position. The candidate has 0.8 degree subjects matching score because the degree subjects nan covers some of the skills required in the job position. The candidate has 0.7 position matching score because the candidate has some of the skills required in the job position. The candidate has 0 location matching score because the candidate's location nan does not match with the job location europe/france/paris. The candidate has 1 language matching score because the candidate's language en matches with the job language en,fr.""
    }"
12,rect4fduNiqcXC123,2023-04-11,,45000.0,46000.0,"<ul class=""liste"">
<li>A strong experience as an Outbound Sales (minimum 3 years) and a first experience as a manager.</li>
<li>Like to thrive in challenging environments and have a problem-solver approach.</li>
<li>Have an interest in the restaurant business.</li>
<li>Excellent oral and written communication skills.</li>
<li>Have a strong ability to structure and implement processes.</li>
<li>Fluent in Mandarin and English.</li>
<li>(Bonus but not mandatory): Knowledge of French and/or Flemish</li>
<li>(Bonus but not mandatory): Proficient in the Hubspot CRM software or another CRM software</li>
<li>(Bonus but not mandatory): Experience in the hospitality and/or restaurant industry</li>
</ul>
",sales-director,3.0,3.0,3.0,10.0,rec10XB9YYbJmFsYA,rect4fduNiqcXC123,2023-04-17,,60000.0,,International Business,Interview Process,rec10XB9YYbJmFsYA,"business-development,leadership,management,sales",rec10XB9YYbJmFsYA,europe/france,rect4fduNiqcXC123,europe/france/paris,rec10XB9YYbJmFsYA,"en,fr,zh",rect4fduNiqcXC123,zh,-0.06,-1.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has strong experience in Outbound Sales and a first experience as a manager, which matches the job requirements. The candidate has a degree in International Business, which covers some of the skills required in the job. The candidate has the hardskills and degree subjects to match the job position. The candidate can go to the job location. The candidate can speak all the languages required for the job.""
    }"
13,recsld3DKqBhnW6rg,2023-04-03,2023-08-10,85000.0,90000.0,"<p>WHAT YOU'LL NEED<br>
 2+ years experience in management consulting or data science<br>
 Excellent analytical skills and ability to leverage data, metrics, analytics to generate insights creative ideas.<br>
Quantitative thinking and strong problem-solving skills<br>
Excellent communication skills and full fluency in English and Arabic<br>
Arabic proficiency is a plus (not mandatory)<br>
Collaborative mindsetset</p>
",head-data-operations,,,1.0,2.0,rec137G1mig6nZrkI,recsld3DKqBhnW6rg,2023-04-24,,91500.0,,Computer Science ,Rejected by CP,rec137G1mig6nZrkI,"hive,java,microsoft-sql-server,object-oriented-languages,python",,,recsld3DKqBhnW6rg,asia/united-arab-emirates/dubai,rec137G1mig6nZrkI,en,recsld3DKqBhnW6rg,"ar,en",-0.21,-0.65,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. However, the candidate's location does not match the job location and the candidate does not speak the language required for the job.""
    }"
14,recnBWL7L2B5oicAV,2023-06-04,,43000.0,54000.0,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Première expérience en tant que commercial</strong> ou équivalent dans l’industrie / Energie</li>
<li>Capacité à établir des relations de confiance avec les clients</li>
<li>Aptitude à <strong>la négociation, la vente ( de produit industriel)  et à la technicité ( La charge de preuve - savoir démontrer un ROI - être pragmatique) ( Comprends les différences dans les process industriels - Maîtrise des notions de vapeur, froid, air comprimé) -  Très important</strong></li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong></li>
<li>Connaissance de la réglementation et des normes industrielles</li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
</ul>
",business-development,,,1.0,9.0,rec1ELGXcgw4I5HPi,recnBWL7L2B5oicAV,2023-04-04,2023-07-08,55000.0,65000.0,Energy Markets,Rejected by client,rec1ELGXcgw4I5HPi,"energy,energy-audits,energy-conservation",rec1ELGXcgw4I5HPi,"europe,europe/france",recnBWL7L2B5oicAV,europe/france,rec1ELGXcgw4I5HPi,fr,recnBWL7L2B5oicAV,"en,fr",-0.61,-1.2,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has hardskills related to the job requirements, degree subjects related to the job position, and can work in the job location and speak the job language.""
    }"
15,recDD8JBa77gVncOf,2023-07-03,,30000.0,40000.0,"<ul class=""liste"">
<li>2+ years of sales or customer service experience</li>
<li>Strong communication and organisational skills</li>
<li>Dependable, positive and detail-oriented with excellent follow-through skills</li>
<li>Able to deal with stakeholders at all levels externally</li>
</ul>
",others,2.0,2.0,2.0,5.0,rec1gO76DygLR1LLn,recDD8JBa77gVncOf,,,37500.0,,,Rejected by client,rec1gO76DygLR1LLn,"account-management,business-development,insurance,sales-support-tools",,,recDD8JBa77gVncOf,europe/united-kingdom,rec1gO76DygLR1LLn,en,recDD8JBa77gVncOf,en,,-0.75,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required by the job, and the degree subjects are related to the job position. The candidate can work in the job location and can speak the language required by the job.""
    }"
16,recAczNwH7Yk3tM2z,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: 2-5 years of experience in consumer electronics products (mobile phones, headphones, etc.) or physical product sales (Age cannot exceed 40); Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rec1HL9iQwL50uUnO,recAczNwH7Yk3tM2z,2023-04-02,,40000.0,58000.0,International Trade,Rejected by client,rec1HL9iQwL50uUnO,"agile-methodologies,business-development,sales",,,recAczNwH7Yk3tM2z,europe/france/ile-de-france,rec1HL9iQwL50uUnO,"en,es,fr,nl",recAczNwH7Yk3tM2z,"en,fr",,-1.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.75,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 4 hardskills required for the job, and the degree subject is related to the job. The candidate has all the languages required for the job, but the location is not matched.""
    }"
17,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,rec1kBBtHtKA304Z4,recAtcVMDz425qUT3,,,75000.0,75000.0,Computer Science and Mathematics,Rejected by client,rec1kBBtHtKA304Z4,"amazon-web-services-aws,etl,python",rec1kBBtHtKA304Z4,europe/united-kingdom,,,rec1kBBtHtKA304Z4,en,recAtcVMDz425qUT3,en,,-0.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 years of experience in data engineering or related field, BSc in Computer Science or similar, proven experience with Python, strong understanding of data warehousing, ETL processes, and data modelling, exposure to spreadsheet data pipelines, experience with Fintech companies, have an understanding how insurance works, experience with data visualisation tools, especially AWS QuickInsights, is a plus. The candidate is a resident in England, Wales or Scotland, is curious and reliable. The candidate can speak English. The candidate's location is Europe/United Kingdom.""
    }"
18,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,rec1mIGi8qrfBetmy,recwMSrftJ7BbX5mZ,,,5000.0,,,Rejected by CP,rec1mIGi8qrfBetmy,"test-automation,test-automation-framework",,,recwMSrftJ7BbX5mZ,asia/india,rec1mIGi8qrfBetmy,en,recwMSrftJ7BbX5mZ,"en,hi",,-0.332,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has two hardskills which are related to the job requirements, and the candidate can speak all the languages required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location.""
    }"
19,recGrGIFWaByaa5dg,,,60000.0,120000.0,"<p>2 to 10 years experience in a growth hacking/marketing role preferably in e-commerce industry<br>
- Proven track record launching successful marketing acquisition campaigns<br>
- Excellent analytical skills and ability to leverage data, metrics, analytics, and consumer behavior trends to generate creative ideas<br>
- Original/creative thinking and strong problem-solving skills<br>
- Excellent communication skills and full <strong>fluency in English</strong><br>
- <strong>Arabic proficiency <strong>(The main market would be Saudi Arabia)<br>
- Ability to work under pressure<br>
- Collaborative mindset<br>
 <br>
The company wants to avoid someone who has been the marketing director of a large company and who can forget how to do things himself.<br>
 <br>
 <br>
For a junior profile with 2 years experience the salary will be $<strong>60K + equity+ bonus</strong><br>
For a senior profile with 10 years of experience, the salary could be between</strong> 95 and 120K$</strong> per year <strong>+ equity+ bonus</strong><br>
For other candidates with between 3 and 9 years' experience the salary will be in between (negociable)<br>
<strong>-Sponsorship</strong></p>
<p></p>
",head-of-growth,,,,,rec1mRvXrmHzx6h4a,recGrGIFWaByaa5dg,,,49000.0,52000.0,,Mission closed by client,,,,,recGrGIFWaByaa5dg,asia/saudi-arabia,rec1mRvXrmHzx6h4a,"ar,en,fr,ur",recGrGIFWaByaa5dg,"ar,en",,-1.1,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 years of experience in growth hacking/marketing role in e-commerce industry, which is close to the job requirement. The candidate has a degree in marketing, which covers the skills required in the job. The candidate can speak all the languages required in the job. However, the candidate is located in a different country than the job location, so the location matching score is 0.""
    }"
20,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,rec1S3lYXeRirIjJG,recwMSrftJ7BbX5mZ,,,8000.0,,,Sent to Client,rec1S3lYXeRirIjJG,"test-automation,test-automation-framework",,,recwMSrftJ7BbX5mZ,asia/india,rec1S3lYXeRirIjJG,en,recwMSrftJ7BbX5mZ,"en,hi",,-0.032,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has two hardskills which are related to the job requirements, and the candidate can speak all the languages required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location.""
    }"
21,reclHFyhFZjXOSbEp,2023-04-01,2023-06-01,60000.0,80000.0,"<p>-Solved complex issues in a React Native app<br>
-Mobile web3 tech experience<br>
-Web3 experience on mobile as a user<br>
-Experience working in full remote / autonomy (he / she will be alone on his project at the beginning, we need someone really autonomous)<br>
-Deployed and maintained 1 or more apps on the stores for several years (we don't want someone who has made 40 MVPs but never pushed further)  <br>
-English and French<br>
-Centralien, Mines, Ponts, Telecom</p>
",lead-mobile-developer,3.0,3.0,3.0,10.0,rec1UYf09r7B0IoP0,reclHFyhFZjXOSbEp,,,60000.0,80000.0,ECDL European Computer Driving Licence,Rejected by CP,rec1UYf09r7B0IoP0,"mobile-applications,mobile-devices,mobile-technology,mobile-web-design,node.js,react,react-native,swift",rec1UYf09r7B0IoP0,europe,,,rec1UYf09r7B0IoP0,"ar,en,it,ur",reclHFyhFZjXOSbEp,"en,fr",,-0.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate's location matches the job location, but the candidate does not speak the required languages for the job.""
    }"
22,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,rec1Y2b5KP4XeivLY,rec7MvbTywFTvWryg,,,,,,Rejected by CP,,,,,rec7MvbTywFTvWryg,europe/france/paris,rec1Y2b5KP4XeivLY,"en,fr",rec7MvbTywFTvWryg,fr,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has experience in Ruby, PostgreSQL, Heroku, Typescript, React native, React, which are all required for the job. The candidate has a degree in Computer Science, which covers most of the skills required for the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French, which are both required for the job.""
    }"
23,reclHFyhFZjXOSbEp,2023-04-01,2023-06-01,60000.0,80000.0,"<p>-Solved complex issues in a React Native app<br>
-Mobile web3 tech experience<br>
-Web3 experience on mobile as a user<br>
-Experience working in full remote / autonomy (he / she will be alone on his project at the beginning, we need someone really autonomous)<br>
-Deployed and maintained 1 or more apps on the stores for several years (we don't want someone who has made 40 MVPs but never pushed further)  <br>
-English and French<br>
-Centralien, Mines, Ponts, Telecom</p>
",lead-mobile-developer,3.0,3.0,3.0,10.0,rec23icxDcERAoGZf,reclHFyhFZjXOSbEp,,,,,,Rejected by CP,rec23icxDcERAoGZf,react,,,,,rec23icxDcERAoGZf,fr,reclHFyhFZjXOSbEp,"en,fr",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has React hardskill which is related to the job requirement. The candidate's degree subjects are not related to the job requirement. The candidate has React hardskill and degree subjects which are related to the job position. The candidate's location is not matched with the job location. The candidate's language is not matched with the job language.""
    }"
24,reczkFBZXTtSjNX96,2023-04-10,,,,"<ul class=""liste"">
<li>At least 5 years of experience in the FX environment</li>
<li>Excellent knowledge of FX option trading and products**.**</li>
<li>Worked for big banks like Société Générale, Barclays, Santander or others</li>
<li>Knowledge of SQL</li>
<li>Strong analysis and communication skills</li>
<li>Expertise of solving complicated problems and natural curiosity</li>
</ul>
",others,5.0,5.0,5.0,10.0,rec2cMxXDObOXGZkV,reczkFBZXTtSjNX96,,,600.0,,,Rejected by client,rec2cMxXDObOXGZkV,"fx-derivatives,risk-analysis,sql-tuning",,,reczkFBZXTtSjNX96,europe/united-kingdom/city-of-london,rec2cMxXDObOXGZkV,en,reczkFBZXTtSjNX96,en,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 3 out of 5 hardskills required in the job description, and the degree subject is related to the job position. The candidate can speak the language required in the job description, but the location is not matched.""
    }"
25,recGrGIFWaByaa5dg,,,60000.0,120000.0,"<p>2 to 10 years experience in a growth hacking/marketing role preferably in e-commerce industry<br>
- Proven track record launching successful marketing acquisition campaigns<br>
- Excellent analytical skills and ability to leverage data, metrics, analytics, and consumer behavior trends to generate creative ideas<br>
- Original/creative thinking and strong problem-solving skills<br>
- Excellent communication skills and full <strong>fluency in English</strong><br>
- <strong>Arabic proficiency <strong>(The main market would be Saudi Arabia)<br>
- Ability to work under pressure<br>
- Collaborative mindset<br>
 <br>
The company wants to avoid someone who has been the marketing director of a large company and who can forget how to do things himself.<br>
 <br>
 <br>
For a junior profile with 2 years experience the salary will be $<strong>60K + equity+ bonus</strong><br>
For a senior profile with 10 years of experience, the salary could be between</strong> 95 and 120K$</strong> per year <strong>+ equity+ bonus</strong><br>
For other candidates with between 3 and 9 years' experience the salary will be in between (negociable)<br>
<strong>-Sponsorship</strong></p>
<p></p>
",head-of-growth,,,,,rec2G9X4qqOll57vX,recGrGIFWaByaa5dg,2023-04-01,,72000.0,75000.0,,Mission closed by client,rec2G9X4qqOll57vX,"affiliate-marketing,direct-marketing,inbound-lead-generation,inbound-marketing,marketing,marketing-automation,marketing-mix,microsoft-excel,negotiation,presentations,strategic-brand-positioning",rec2G9X4qqOll57vX,asia/united-arab-emirates/dubai,recGrGIFWaByaa5dg,asia/saudi-arabia,rec2G9X4qqOll57vX,"ar,en",recGrGIFWaByaa5dg,"ar,en",,-1.2,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, which is 80% matched. The degree subjects of the candidate is not related to the job, so the score is 0.5. The candidate has 7 out of 10 hardskills and degree subjects required for the job, which is 70% matched. The candidate's location is matched with the job location, so the score is 1. The candidate's language is matched with the job language, so the score is 1.""
    }"
